student_id,year,branch,gpa,study_hours,failures,hostel,sleep_hours,family_support,interest,budget_level,skill_level,stress_level,communication_level,confusion_level
9453,2,ECE,7.0,3,0,Hostel,8,High,Communication Systems,Low,Beginner,Medium,Good,Medium
9454,2,CSE,6.77,5,0,Day Scholar,5,Low,Web Development,High,Beginner,High,Poor,Medium
9455,2,Mechanical,6.27,3,0,Day Scholar,8,High,Automobile Engineering,Medium,Beginner,High,Good,High
9456,1,CSE,6.68,1,2,Day Scholar,6,Medium,Cybersecurity,Medium,Beginner,High,Average,High
9457,2,IT,6.1,6,0,Day Scholar,7,High,Communication Skills,Low,Beginner,High,Good,High
9458,1,EEE,8.34,3,0,Day Scholar,5,High,Power Systems,Low,Beginner,Medium,Good,Low
9459,2,Mechanical,5.85,6,0,Hostel,5,Medium,Automobile Engineering,High,Beginner,High,Average,High
9460,4,CSE,8.21,2,0,Day Scholar,8,High,Cybersecurity,Low,Beginner,Medium,Good,High
9461,3,ECE,8.12,3,2,Day Scholar,5,Low,VLSI Design,Low,Beginner,High,Poor,Low
9462,2,IT,9.17,6,0,Day Scholar,8,Medium,Communication Skills,Low,Intermediate,Medium,Average,Low
9463,3,CSE,7.48,2,2,Hostel,6,High,Data Science,High,Beginner,Medium,Good,High
9464,1,IT,8.03,2,0,Hostel,5,Medium,Web Development,Low,Beginner,Medium,Average,High
9465,4,CSE,5.65,2,2,Day Scholar,8,Low,AI/ML,Medium,Beginner,High,Poor,High
9466,4,IT,8.7,4,0,Hostel,6,Medium,Competitive Coding,Medium,Intermediate,Medium,Average,Low
9467,3,EEE,6.72,5,1,Hostel,8,High,Industrial Automation,High,Beginner,Medium,Good,Medium
9468,1,EEE,5.71,4,0,Hostel,7,High,Renewable Energy,High,Beginner,High,Good,High
9469,2,ECE,8.66,6,1,Day Scholar,5,High,IoT,Medium,Intermediate,Low,Good,Low
9470,3,Mechanical,8.8,1,0,Day Scholar,8,Medium,Robotics,Low,Beginner,High,Average,High
9471,3,CSE,7.39,1,2,Day Scholar,7,High,AI/ML,Medium,Beginner,High,Good,High
9472,3,IT,9.3,5,0,Day Scholar,8,High,Web Development,Medium,Intermediate,Low,Good,Low
9473,4,Mechanical,5.86,2,1,Hostel,6,High,Thermal Engineering,High,Beginner,High,Good,High
9474,3,IT,8.34,1,1,Hostel,4,High,Competitive Coding,High,Beginner,High,Good,High
9475,4,ECE,6.2,4,2,Day Scholar,6,High,Signal Processing,High,Beginner,High,Good,High
9476,4,Mechanical,6.03,4,1,Day Scholar,4,Low,Manufacturing,Low,Beginner,High,Poor,High
9477,2,ECE,5.48,3,0,Hostel,5,Low,Communication Systems,Medium,Beginner,High,Poor,High
9478,2,EEE,7.25,4,0,Hostel,5,High,Electrical Design,Low,Beginner,Medium,Good,Medium
9479,3,EEE,7.58,2,0,Hostel,5,Low,Electrical Design,High,Beginner,High,Poor,High
9480,2,IT,8.08,5,0,Hostel,4,High,Competitive Coding,High,Intermediate,Low,Good,Low
9481,1,IT,5.34,3,0,Hostel,6,High,Data Analysis,Low,Beginner,High,Good,High
9482,2,IT,5.7,1,2,Hostel,6,Medium,Web Development,High,Beginner,High,Average,High
9483,1,IT,9.46,6,0,Hostel,8,Low,AI/ML,Low,Intermediate,High,Poor,Low
9484,2,Mechanical,7.88,6,0,Day Scholar,4,Medium,Manufacturing,Medium,Intermediate,Medium,Average,Low
9485,3,IT,6.44,3,0,Day Scholar,5,High,Competitive Coding,Low,Beginner,High,Good,High
9486,1,EEE,9.06,5,0,Day Scholar,8,High,Power Systems,Medium,Intermediate,Low,Good,Low
9487,1,CSE,5.39,1,0,Day Scholar,4,Medium,Web Development,High,Beginner,High,Average,High
9488,3,Mechanical,8.02,3,1,Day Scholar,6,High,CAD Design,High,Beginner,Medium,Good,Low
9489,3,ECE,8.43,3,0,Hostel,5,Low,Communication Systems,Low,Beginner,High,Poor,Low
9490,2,CSE,6.59,6,0,Hostel,6,High,App Development,High,Beginner,Medium,Good,Medium
9491,1,Mechanical,7.37,6,1,Day Scholar,7,Low,Robotics,Medium,Beginner,High,Poor,Medium
9492,1,ECE,7.5,3,0,Day Scholar,8,High,VLSI Design,High,Beginner,Medium,Good,Low
9493,2,Mechanical,6.84,3,1,Hostel,5,Medium,Robotics,Medium,Beginner,Medium,Average,Medium
9494,4,EEE,7.01,1,0,Day Scholar,6,Low,Smart Grid Systems,Low,Beginner,High,Poor,High
9495,1,CSE,6.46,5,2,Hostel,7,High,Cybersecurity,Medium,Beginner,High,Good,High
9496,3,Mechanical,5.29,6,0,Day Scholar,6,High,Robotics,High,Beginner,High,Good,High
9497,1,CSE,7.81,4,0,Day Scholar,6,Low,Data Science,High,Intermediate,High,Poor,Low
9498,1,Mechanical,6.91,3,0,Day Scholar,8,Low,Automobile Engineering,High,Beginner,High,Poor,Medium
9499,1,IT,9.41,4,0,Hostel,4,High,Data Analysis,Low,Intermediate,Low,Good,Low
9500,3,CSE,9.28,5,0,Day Scholar,6,High,App Development,High,Intermediate,Low,Good,Low
9501,2,CSE,5.37,2,0,Hostel,4,Medium,Web Development,Medium,Beginner,High,Average,High
9502,3,Mechanical,6.3,3,0,Hostel,6,Medium,Robotics,High,Beginner,High,Average,High
9503,3,IT,6.03,4,1,Day Scholar,8,High,Data Analysis,High,Beginner,High,Good,High
9504,3,Mechanical,8.13,1,0,Day Scholar,6,High,Thermal Engineering,Low,Beginner,High,Good,High
9505,1,IT,8.26,4,0,Day Scholar,8,Low,AI/ML,Medium,Intermediate,High,Poor,Low
9506,3,ECE,9.29,6,2,Hostel,8,Low,VLSI Design,Medium,Intermediate,High,Poor,Low
9507,2,CSE,5.46,3,1,Hostel,5,Low,Cybersecurity,High,Beginner,High,Poor,High
9508,1,ECE,5.42,4,0,Day Scholar,7,Low,Communication Systems,Low,Beginner,High,Poor,High
9509,1,IT,5.86,5,0,Hostel,8,High,Data Analysis,Low,Beginner,High,Good,High
9510,2,EEE,5.44,6,0,Hostel,4,Medium,Smart Grid Systems,Medium,Beginner,High,Average,High
9511,1,IT,6.51,1,0,Hostel,5,Medium,Competitive Coding,High,Beginner,High,Average,High
9512,4,CSE,5.24,6,0,Day Scholar,5,Low,Data Science,Medium,Beginner,High,Poor,High
9513,3,Mechanical,7.94,2,2,Day Scholar,7,High,Robotics,High,Beginner,Medium,Good,High
9514,2,CSE,6.76,6,1,Hostel,4,High,Web Development,High,Beginner,Medium,Good,Medium
9515,1,Mechanical,5.94,1,2,Day Scholar,8,Medium,CAD Design,Low,Beginner,High,Average,High
9516,4,EEE,8.18,6,2,Hostel,8,High,Electrical Design,High,Intermediate,Low,Good,Low
9517,2,Mechanical,8.57,2,1,Hostel,6,High,Automobile Engineering,High,Beginner,Medium,Good,High
9518,4,CSE,5.77,5,0,Day Scholar,6,Medium,Web Development,Medium,Beginner,High,Average,High
9519,2,CSE,7.43,5,0,Hostel,6,High,App Development,Low,Beginner,Medium,Good,Medium
9520,2,Mechanical,9.16,5,0,Hostel,8,Low,CAD Design,High,Intermediate,High,Poor,Low
9521,4,CSE,6.65,3,0,Hostel,7,Low,AI/ML,Low,Beginner,High,Poor,Medium
9522,4,Mechanical,8.33,6,0,Hostel,6,Low,Automobile Engineering,High,Intermediate,High,Poor,Low
9523,1,IT,8.21,5,0,Hostel,8,High,Web Development,High,Intermediate,Low,Good,Low
9524,2,EEE,9.08,2,2,Hostel,8,Medium,Power Systems,Medium,Beginner,Medium,Average,High
9525,4,ECE,6.92,6,0,Day Scholar,5,High,Signal Processing,Medium,Beginner,Medium,Good,Medium
9526,4,IT,8.57,1,0,Day Scholar,7,Medium,Data Analysis,Medium,Beginner,High,Average,High
9527,1,CSE,6.47,2,0,Hostel,4,Medium,AI/ML,High,Beginner,High,Average,High
9528,1,IT,7.8,1,0,Day Scholar,6,Medium,Data Analysis,Low,Beginner,High,Average,High
9529,1,Mechanical,6.36,4,1,Day Scholar,5,Low,Automobile Engineering,High,Beginner,High,Poor,High
9530,4,Mechanical,8.08,4,0,Day Scholar,4,Medium,Manufacturing,High,Intermediate,Medium,Average,Low
9531,4,Mechanical,6.08,6,0,Day Scholar,5,Medium,Thermal Engineering,High,Beginner,High,Average,High
9532,3,IT,6.72,6,1,Day Scholar,6,Low,Data Analysis,Medium,Beginner,High,Poor,Medium
9533,4,CSE,5.67,4,2,Day Scholar,5,High,App Development,Low,Beginner,High,Good,High
9534,1,ECE,7.47,2,0,Day Scholar,7,Medium,IoT,High,Beginner,Medium,Average,High
9535,3,Mechanical,8.09,6,0,Hostel,5,Medium,Thermal Engineering,Medium,Intermediate,Medium,Average,Low
9536,4,ECE,7.71,3,0,Hostel,7,Medium,Embedded Systems,High,Beginner,Medium,Average,Low
9537,2,Mechanical,5.77,4,1,Day Scholar,8,High,Automobile Engineering,Medium,Beginner,High,Good,High
9538,4,ECE,6.18,1,0,Day Scholar,6,Low,IoT,Low,Beginner,High,Poor,High
9539,4,Mechanical,5.58,5,1,Day Scholar,4,High,CAD Design,Medium,Beginner,High,Good,High
9540,2,Mechanical,5.22,4,1,Hostel,6,Medium,Thermal Engineering,Low,Beginner,High,Average,High
9541,2,Mechanical,9.49,6,2,Day Scholar,7,Medium,Manufacturing,High,Intermediate,Medium,Average,Low
9542,3,CSE,6.71,1,0,Hostel,4,High,AI/ML,Medium,Beginner,High,Good,High
9543,1,IT,8.37,3,0,Hostel,4,Low,Communication Skills,Low,Beginner,High,Poor,Low
9544,2,EEE,8.61,2,2,Day Scholar,8,Medium,Smart Grid Systems,Low,Beginner,Medium,Average,High
9545,2,ECE,5.24,2,0,Hostel,7,High,Communication Systems,Medium,Beginner,High,Good,High
9546,1,IT,6.12,3,1,Day Scholar,7,Medium,Web Development,High,Beginner,High,Average,High
9547,3,IT,9.47,2,1,Hostel,7,Medium,Competitive Coding,High,Beginner,Medium,Average,High
9548,2,CSE,6.74,1,2,Day Scholar,8,High,Web Development,Medium,Beginner,High,Good,High
9549,4,Mechanical,8.87,6,1,Hostel,8,Low,Manufacturing,High,Intermediate,High,Poor,Low
9550,3,IT,5.68,1,1,Hostel,7,High,Web Development,High,Beginner,High,Good,High
9551,3,IT,6.67,3,1,Day Scholar,7,High,Web Development,Medium,Beginner,Medium,Good,Medium
9552,2,CSE,9.18,1,0,Day Scholar,7,Medium,AI/ML,High,Beginner,High,Average,High
9553,3,EEE,6.84,2,0,Day Scholar,7,Medium,Industrial Automation,Low,Beginner,Medium,Average,High
9554,2,CSE,9.22,1,0,Hostel,6,Low,Web Development,High,Beginner,High,Poor,High
9555,2,ECE,8.92,4,0,Day Scholar,7,Medium,Communication Systems,High,Intermediate,Medium,Average,Low
9556,4,CSE,7.39,3,2,Day Scholar,6,Low,Data Science,Low,Beginner,High,Poor,Medium
9557,1,IT,9.5,3,0,Day Scholar,6,High,Competitive Coding,Medium,Beginner,Medium,Good,Low
9558,3,Mechanical,8.13,6,2,Hostel,8,Medium,Automobile Engineering,Low,Intermediate,Medium,Average,Low
9559,3,EEE,7.29,6,0,Hostel,6,High,Industrial Automation,Medium,Beginner,Medium,Good,Medium
9560,4,Mechanical,8.77,2,0,Day Scholar,6,High,CAD Design,Medium,Beginner,Medium,Good,High
9561,1,CSE,8.72,4,2,Day Scholar,6,Low,AI/ML,Medium,Intermediate,High,Poor,Low
9562,4,IT,6.15,4,0,Hostel,4,High,Web Development,Low,Beginner,High,Good,High
9563,1,Mechanical,7.54,1,0,Day Scholar,4,High,Thermal Engineering,Medium,Beginner,High,Good,High
9564,4,ECE,8.97,3,2,Hostel,4,High,VLSI Design,High,Beginner,Medium,Good,Low
9565,4,Mechanical,5.51,1,0,Hostel,7,Medium,Manufacturing,Medium,Beginner,High,Average,High
9566,3,IT,7.65,2,1,Day Scholar,8,Low,Web Development,Low,Beginner,High,Poor,High
9567,1,CSE,8.69,6,1,Hostel,6,Low,Data Science,High,Intermediate,High,Poor,Low
9568,4,Mechanical,6.53,6,0,Hostel,8,Low,Automobile Engineering,High,Beginner,High,Poor,Medium
9569,3,CSE,5.4,6,0,Hostel,6,High,Web Development,Low,Beginner,High,Good,High
9570,3,CSE,5.26,3,0,Day Scholar,8,Low,Data Science,Low,Beginner,High,Poor,High
9571,3,ECE,7.93,1,0,Day Scholar,6,Low,Communication Systems,High,Beginner,High,Poor,High
9572,1,EEE,5.07,1,0,Hostel,6,High,Industrial Automation,Medium,Beginner,High,Good,High
9573,1,Mechanical,8.06,1,0,Hostel,7,Medium,Manufacturing,High,Beginner,High,Average,High
9574,4,IT,8.64,3,0,Hostel,7,Low,Competitive Coding,High,Beginner,High,Poor,Low
9575,3,ECE,8.47,2,0,Day Scholar,4,Low,IoT,High,Beginner,High,Poor,High
9576,2,ECE,6.2,1,0,Day Scholar,5,Medium,IoT,Medium,Beginner,High,Average,High
9577,4,ECE,8.79,1,0,Day Scholar,4,High,Communication Systems,High,Beginner,High,Good,High
9578,4,EEE,8.88,2,2,Day Scholar,4,High,Industrial Automation,Medium,Beginner,Medium,Good,High
9579,2,CSE,7.3,4,0,Hostel,6,Low,Web Development,Medium,Beginner,High,Poor,Medium
9580,2,Mechanical,7.02,5,0,Day Scholar,6,High,Robotics,Low,Beginner,Medium,Good,Medium
9581,4,IT,5.77,4,1,Hostel,6,Medium,AI/ML,Low,Beginner,High,Average,High
9582,4,IT,6.61,4,0,Day Scholar,8,High,AI/ML,Medium,Beginner,Medium,Good,Medium
9583,3,Mechanical,9.28,2,0,Hostel,5,Medium,Robotics,Low,Beginner,Medium,Average,High
9584,3,CSE,5.9,6,2,Hostel,6,Medium,App Development,Medium,Beginner,High,Average,High
9585,1,ECE,6.67,5,2,Hostel,8,Low,VLSI Design,Low,Beginner,High,Poor,Medium
9586,2,CSE,5.82,5,2,Day Scholar,7,Low,App Development,Low,Beginner,High,Poor,High
9587,4,CSE,7.61,2,0,Day Scholar,4,Low,Cybersecurity,Low,Beginner,High,Poor,High
9588,4,CSE,7.39,3,0,Hostel,4,Low,Cybersecurity,Low,Beginner,High,Poor,Medium
9589,2,EEE,7.85,5,0,Day Scholar,4,Low,Renewable Energy,Low,Intermediate,High,Poor,Low
9590,1,IT,6.45,1,0,Day Scholar,5,High,AI/ML,High,Beginner,High,Good,High
9591,2,ECE,5.03,3,0,Hostel,6,Low,Signal Processing,High,Beginner,High,Poor,High
9592,3,Mechanical,7.88,2,0,Hostel,8,High,Automobile Engineering,Low,Beginner,Medium,Good,High
9593,1,IT,9.21,5,0,Hostel,8,Low,AI/ML,High,Intermediate,High,Poor,Low
9594,2,Mechanical,9.41,5,0,Day Scholar,7,Low,Thermal Engineering,Medium,Intermediate,High,Poor,Low
9595,3,Mechanical,7.28,1,0,Day Scholar,7,Low,Thermal Engineering,Medium,Beginner,High,Poor,High
9596,1,Mechanical,8.52,1,0,Hostel,6,High,Robotics,Medium,Beginner,High,Good,High
9597,2,EEE,5.34,3,0,Hostel,6,Low,Electrical Design,High,Beginner,High,Poor,High
9598,3,IT,9.25,2,2,Hostel,4,High,AI/ML,Medium,Beginner,Medium,Good,High
9599,2,IT,5.05,5,0,Day Scholar,6,High,Communication Skills,High,Beginner,High,Good,High
9600,4,ECE,7.43,6,0,Day Scholar,8,Medium,VLSI Design,High,Beginner,Medium,Average,Medium
9601,2,EEE,8.53,3,0,Day Scholar,8,High,Power Systems,Low,Beginner,Medium,Good,Low
9602,4,Mechanical,7.18,5,1,Hostel,6,Medium,CAD Design,High,Beginner,Medium,Average,Medium
9603,4,ECE,6.43,4,0,Day Scholar,8,Medium,Signal Processing,High,Beginner,High,Average,High
9604,4,EEE,9.3,4,1,Day Scholar,7,High,Electrical Design,Low,Intermediate,Low,Good,Low
9605,1,CSE,7.89,1,0,Hostel,8,High,Data Science,Medium,Beginner,High,Good,High
9606,4,CSE,6.97,6,2,Day Scholar,8,Low,Web Development,Medium,Beginner,High,Poor,Medium
9607,4,ECE,7.42,5,0,Hostel,8,Medium,VLSI Design,High,Beginner,Medium,Average,Medium
9608,3,CSE,6.14,3,0,Day Scholar,4,High,AI/ML,Medium,Beginner,High,Good,High
9609,4,IT,7.54,3,2,Hostel,7,Medium,AI/ML,High,Beginner,Medium,Average,Low
9610,4,IT,8.11,5,0,Day Scholar,5,Medium,Communication Skills,Low,Intermediate,Medium,Average,Low
9611,2,CSE,6.87,3,2,Hostel,6,Low,AI/ML,High,Beginner,High,Poor,Medium
9612,2,ECE,5.01,1,0,Hostel,8,Low,Signal Processing,Medium,Beginner,High,Poor,High
9613,1,IT,6.77,4,0,Day Scholar,6,High,AI/ML,Low,Beginner,Medium,Good,Medium
9614,4,Mechanical,8.29,2,0,Hostel,7,Low,Manufacturing,Medium,Beginner,High,Poor,High
9615,1,EEE,8.63,5,0,Day Scholar,6,High,Industrial Automation,Low,Intermediate,Low,Good,Low
9616,4,ECE,7.5,4,0,Hostel,8,High,Embedded Systems,Medium,Intermediate,Medium,Good,Low
9617,2,IT,7.12,3,0,Hostel,4,High,Communication Skills,High,Beginner,Medium,Good,Medium
9618,3,ECE,7.02,4,0,Hostel,5,Low,Signal Processing,High,Beginner,High,Poor,Medium
9619,1,CSE,9.47,5,2,Day Scholar,5,Low,AI/ML,Low,Intermediate,High,Poor,Low
9620,2,IT,9.42,3,2,Hostel,4,High,Communication Skills,Medium,Beginner,Medium,Good,Low
9621,4,IT,8.11,5,0,Day Scholar,6,Medium,Competitive Coding,High,Intermediate,Medium,Average,Low
9622,3,EEE,6.8,2,0,Hostel,4,Medium,Industrial Automation,Medium,Beginner,Medium,Average,High
9623,2,Mechanical,5.55,1,0,Day Scholar,8,Medium,Automobile Engineering,Low,Beginner,High,Average,High
9624,3,EEE,6.52,4,1,Hostel,7,Medium,Industrial Automation,Low,Beginner,Medium,Average,Medium
9625,1,EEE,9.0,4,2,Day Scholar,5,Low,Electrical Design,High,Intermediate,High,Poor,Low
9626,2,ECE,9.39,3,0,Day Scholar,6,Low,VLSI Design,Medium,Beginner,High,Poor,Low
9627,3,Mechanical,5.74,6,0,Day Scholar,4,Medium,Automobile Engineering,Low,Beginner,High,Average,High
9628,3,ECE,9.21,6,0,Hostel,4,Low,VLSI Design,Low,Intermediate,High,Poor,Low
9629,1,ECE,9.38,3,0,Hostel,6,High,Communication Systems,Low,Beginner,Medium,Good,Low
9630,4,EEE,7.63,1,0,Hostel,4,High,Industrial Automation,Medium,Beginner,High,Good,High
9631,4,EEE,6.81,5,2,Hostel,4,Medium,Power Systems,High,Beginner,Medium,Average,Medium
9632,3,ECE,7.13,4,2,Day Scholar,4,Low,IoT,Medium,Beginner,High,Poor,Medium
9633,4,Mechanical,5.66,5,0,Day Scholar,6,Medium,CAD Design,Medium,Beginner,High,Average,High
9634,1,Mechanical,5.35,3,0,Hostel,6,Low,Robotics,Low,Beginner,High,Poor,High
9635,1,CSE,6.53,6,0,Hostel,8,Medium,Web Development,Medium,Beginner,Medium,Average,Medium
9636,4,EEE,7.23,4,0,Day Scholar,6,High,Industrial Automation,Medium,Beginner,Medium,Good,Medium
9637,4,ECE,7.03,6,0,Day Scholar,6,Medium,IoT,High,Beginner,Medium,Average,Medium
9638,4,ECE,7.01,5,0,Day Scholar,5,Low,IoT,Medium,Beginner,High,Poor,Medium
9639,2,Mechanical,6.82,4,1,Day Scholar,7,High,Automobile Engineering,High,Beginner,Medium,Good,Medium
9640,2,ECE,9.43,4,1,Hostel,5,Low,Signal Processing,Medium,Intermediate,High,Poor,Low
9641,3,EEE,5.78,2,0,Day Scholar,4,Low,Industrial Automation,Medium,Beginner,High,Poor,High
9642,1,ECE,7.3,1,2,Hostel,4,Medium,Embedded Systems,Low,Beginner,High,Average,High
9643,1,Mechanical,5.56,3,0,Day Scholar,7,High,Thermal Engineering,Low,Beginner,High,Good,High
9644,2,IT,9.1,5,0,Day Scholar,4,Low,Data Analysis,High,Intermediate,High,Poor,Low
9645,4,ECE,5.34,4,0,Day Scholar,8,Low,Communication Systems,Low,Beginner,High,Poor,High
9646,2,ECE,8.46,2,1,Hostel,5,High,IoT,Medium,Beginner,Medium,Good,High
9647,3,ECE,7.56,5,0,Hostel,4,Medium,VLSI Design,Medium,Intermediate,Medium,Average,Low
9648,1,ECE,5.36,1,2,Day Scholar,7,Medium,Communication Systems,Medium,Beginner,High,Average,High
9649,3,CSE,7.59,6,0,Day Scholar,7,Low,Data Science,Medium,Intermediate,High,Poor,Low
9650,2,Mechanical,5.11,2,2,Day Scholar,6,Medium,Thermal Engineering,High,Beginner,High,Average,High
9651,1,ECE,6.49,1,2,Hostel,7,Medium,Communication Systems,Low,Beginner,High,Average,High
9652,4,IT,8.67,2,2,Day Scholar,7,High,Competitive Coding,Low,Beginner,Medium,Good,High
9653,1,EEE,9.15,1,2,Day Scholar,5,Low,Renewable Energy,High,Beginner,High,Poor,High
9654,3,ECE,7.72,5,0,Hostel,6,Low,VLSI Design,Medium,Intermediate,High,Poor,Low
9655,2,EEE,7.47,5,0,Day Scholar,8,Medium,Power Systems,Medium,Beginner,Medium,Average,Medium
9656,4,ECE,5.12,2,0,Hostel,4,High,Signal Processing,Low,Beginner,High,Good,High
9657,2,ECE,8.55,1,0,Hostel,8,Low,IoT,Medium,Beginner,High,Poor,High
9658,3,IT,8.1,2,0,Day Scholar,5,Medium,Data Analysis,Medium,Beginner,Medium,Average,High
9659,3,EEE,5.69,2,0,Hostel,7,Medium,Electrical Design,Low,Beginner,High,Average,High
9660,1,EEE,5.27,5,0,Hostel,5,Low,Industrial Automation,Low,Beginner,High,Poor,High
9661,2,Mechanical,8.02,4,2,Day Scholar,5,Medium,Automobile Engineering,Low,Intermediate,Medium,Average,Low
9662,4,ECE,7.67,3,0,Hostel,5,High,Signal Processing,High,Beginner,Medium,Good,Low
9663,3,Mechanical,5.24,3,2,Hostel,6,High,Automobile Engineering,High,Beginner,High,Good,High
9664,3,Mechanical,9.25,2,0,Day Scholar,5,Low,CAD Design,Medium,Beginner,High,Poor,High
9665,3,CSE,7.77,3,0,Hostel,7,Low,Data Science,Medium,Beginner,High,Poor,Low
9666,3,EEE,5.99,2,1,Day Scholar,6,Low,Renewable Energy,High,Beginner,High,Poor,High
9667,3,ECE,6.34,6,0,Day Scholar,5,Medium,Communication Systems,Medium,Beginner,High,Average,High
9668,3,IT,8.92,6,0,Hostel,7,Medium,AI/ML,High,Intermediate,Medium,Average,Low
9669,4,CSE,6.75,1,0,Day Scholar,8,Low,Cybersecurity,Medium,Beginner,High,Poor,High
9670,2,IT,6.57,5,0,Hostel,7,Medium,Data Analysis,High,Beginner,Medium,Average,Medium
9671,4,EEE,5.98,4,2,Day Scholar,7,Low,Electrical Design,Low,Beginner,High,Poor,High
9672,2,EEE,9.22,6,0,Hostel,6,Low,Electrical Design,Medium,Intermediate,High,Poor,Low
9673,1,IT,9.34,1,2,Hostel,5,High,AI/ML,Medium,Beginner,High,Good,High
9674,2,EEE,5.8,4,0,Hostel,5,High,Electrical Design,Low,Beginner,High,Good,High
9675,1,CSE,9.18,3,1,Day Scholar,8,Medium,App Development,Medium,Beginner,Medium,Average,Low
9676,2,EEE,6.38,5,0,Hostel,5,Low,Electrical Design,Medium,Beginner,High,Poor,High
9677,2,Mechanical,5.51,6,0,Day Scholar,4,High,Robotics,Low,Beginner,High,Good,High
9678,4,Mechanical,8.64,5,1,Hostel,5,Low,Thermal Engineering,Medium,Intermediate,High,Poor,Low
9679,2,EEE,8.31,1,1,Hostel,4,High,Industrial Automation,High,Beginner,High,Good,High
9680,4,ECE,9.24,2,1,Hostel,4,Low,VLSI Design,High,Beginner,High,Poor,High
9681,2,IT,8.36,3,0,Hostel,8,High,Communication Skills,Low,Beginner,Medium,Good,Low
9682,3,CSE,9.24,1,0,Hostel,8,Medium,Data Science,Medium,Beginner,High,Average,High
9683,3,Mechanical,7.0,5,0,Day Scholar,4,High,Manufacturing,Low,Beginner,Medium,Good,Medium
9684,1,CSE,5.87,1,2,Day Scholar,4,Medium,Cybersecurity,High,Beginner,High,Average,High
9685,4,ECE,7.66,6,0,Hostel,8,High,VLSI Design,High,Intermediate,Medium,Good,Low
9686,3,IT,8.47,5,2,Day Scholar,8,Low,Competitive Coding,High,Intermediate,High,Poor,Low
9687,4,CSE,5.83,1,0,Hostel,7,High,Web Development,Medium,Beginner,High,Good,High
9688,3,EEE,5.34,4,0,Day Scholar,5,Medium,Industrial Automation,Medium,Beginner,High,Average,High
9689,3,IT,6.13,4,1,Day Scholar,4,Medium,AI/ML,Low,Beginner,High,Average,High
9690,3,Mechanical,6.34,5,2,Hostel,6,Low,Robotics,Medium,Beginner,High,Poor,High
9691,1,ECE,8.25,6,2,Hostel,7,High,Signal Processing,Medium,Intermediate,Low,Good,Low
9692,1,ECE,7.21,6,0,Hostel,5,High,Signal Processing,Medium,Beginner,Medium,Good,Medium
9693,3,IT,7.44,1,0,Day Scholar,5,High,Competitive Coding,High,Beginner,High,Good,High
9694,2,IT,5.98,4,1,Day Scholar,5,Medium,AI/ML,Medium,Beginner,High,Average,High
9695,4,Mechanical,8.14,1,0,Hostel,6,Medium,Manufacturing,Low,Beginner,High,Average,High
9696,4,ECE,5.53,2,0,Day Scholar,6,Medium,Signal Processing,Low,Beginner,High,Average,High
9697,3,CSE,8.45,3,0,Hostel,5,High,Data Science,High,Beginner,Medium,Good,Low
9698,2,IT,5.93,2,2,Day Scholar,4,High,Data Analysis,Low,Beginner,High,Good,High
9699,1,EEE,8.99,6,0,Day Scholar,4,Low,Electrical Design,High,Intermediate,High,Poor,Low
9700,2,IT,9.43,4,0,Day Scholar,5,Medium,Communication Skills,Medium,Intermediate,Medium,Average,Low
9701,1,IT,6.83,1,0,Hostel,6,Low,Data Analysis,Low,Beginner,High,Poor,High
9702,4,IT,6.44,3,0,Day Scholar,7,Low,Competitive Coding,High,Beginner,High,Poor,High
9703,3,IT,6.28,5,0,Day Scholar,7,High,Communication Skills,Medium,Beginner,High,Good,High
9704,4,ECE,6.14,4,0,Day Scholar,7,Medium,Embedded Systems,Medium,Beginner,High,Average,High
9705,1,Mechanical,8.56,5,2,Day Scholar,4,High,Automobile Engineering,Low,Intermediate,Low,Good,Low
9706,1,ECE,6.05,3,2,Hostel,4,Low,IoT,Low,Beginner,High,Poor,High
9707,4,CSE,6.03,2,2,Hostel,6,Medium,App Development,Low,Beginner,High,Average,High
9708,3,EEE,7.31,1,2,Hostel,8,High,Power Systems,Low,Beginner,High,Good,High
9709,3,IT,8.39,5,0,Day Scholar,7,Medium,AI/ML,Medium,Intermediate,Medium,Average,Low
9710,4,CSE,5.3,6,1,Hostel,5,Medium,Data Science,Medium,Beginner,High,Average,High
9711,2,Mechanical,5.29,5,0,Hostel,6,Low,Robotics,Medium,Beginner,High,Poor,High
9712,4,ECE,5.67,3,0,Hostel,5,Low,Communication Systems,Medium,Beginner,High,Poor,High
9713,3,ECE,5.02,2,1,Day Scholar,6,Medium,Communication Systems,High,Beginner,High,Average,High
9714,2,CSE,5.28,3,0,Hostel,8,Medium,Data Science,Medium,Beginner,High,Average,High
9715,1,CSE,6.26,1,1,Hostel,4,High,App Development,Low,Beginner,High,Good,High
